Id;Date;QuotationId
10299;2016-09-16T00:00:00.000Z;127
10300;2016-09-17T00:00:00.000Z;64
10301;2016-09-18T00:00:00.000Z;147
10302;2016-09-19T00:00:00.000Z;148
10303;2016-09-20T00:00:00.000Z;214
10304;2016-09-21T00:00:00.000Z;211
10305;2016-09-22T00:00:00.000Z;218
10306;2016-09-23T00:00:00.000Z;124
10307;2016-09-24T00:00:00.000Z;59
10308;2016-09-26T00:00:00.000Z;189
10309;2016-09-27T00:00:00.000Z;198
10310;2016-09-28T00:00:00.000Z;1
10311;2016-09-29T00:00:00.000Z;207
10312;2016-10-01T00:00:00.000Z;210
10313;2016-10-03T00:00:00.000Z;187
10314;2016-10-04T00:00:00.000Z;140
10315;2016-10-05T00:00:00.000Z;175
10316;2016-10-07T00:00:00.000Z;57
10317;2016-10-09T00:00:00.000Z;205
10318;2016-10-10T00:00:00.000Z;109
10319;2016-10-11T00:00:00.000Z;81
10320;2016-10-12T00:00:00.000Z;182
10321;2016-10-13T00:00:00.000Z;86
10322;2016-10-15T00:00:00.000Z;110
10323;2016-10-16T00:00:00.000Z;128
10324;2016-10-17T00:00:00.000Z;173
10325;2016-10-18T00:00:00.000Z;154
10326;2016-10-19T00:00:00.000Z;87
10327;2016-10-20T00:00:00.000Z;138
10328;2016-10-21T00:00:00.000Z;176
10329;2016-10-22T00:00:00.000Z;9
10330;2016-10-23T00:00:00.000Z;11
10331;2016-10-24T00:00:00.000Z;191
10332;2016-10-25T00:00:00.000Z;14
10333;2016-10-27T00:00:00.000Z;210
10334;2016-10-28T00:00:00.000Z;108
10335;2016-10-29T00:00:00.000Z;144
10336;2016-10-30T00:00:00.000Z;166
10337;2016-10-31T00:00:00.000Z;117
10338;2016-11-01T00:00:00.000Z;24
10339;2016-11-02T00:00:00.000Z;74
10340;2016-11-03T00:00:00.000Z;95
10341;2016-11-04T00:00:00.000Z;70
10342;2016-11-05T00:00:00.000Z;24
10343;2016-11-06T00:00:00.000Z;42
10344;2016-11-07T00:00:00.000Z;67
